"realInteractionDistance" "loessExpectedValue" "loggendist" "loginteraction"
"1" 40000 742.337826090342 4.60205999132796 0
"2" 80000 685.623194644547 4.90308998699194 -0.0345160893941938
"3" 120000 630.578989836618 5.07918124604763 -0.0708620942851182
"4" 160000 577.057531440814 5.20411998265593 -0.109382477173021
"5" 200000 524.729497841523 5.30102999566398 -0.150666111855797
"6" 240000 473.266612477397 5.38021124171161 -0.195495723356161
"7" 280000 422.468816064206 5.44715803134222 -0.244806933109462
"8" 320000 372.471069177874 5.50514997831991 -0.299509045165009
"9" 360000 318.664008845648 5.55630250076729 -0.367268575414537
"10" 400000 282.177736826369 5.60205999132796 -0.420078844812256
"11" 440000 252.876753386235 5.64345267648619 -0.467692683665524
"12" 480000 228.543132181072 5.68124123737559 -0.511633415661306
"13" 520000 208.228747977593 5.7160033436348 -0.552060902911554
"14" 560000 191.130648590797 5.7481880270062 -0.589271257190302
"15" 600000 176.621760141534 5.77815125038364 -0.623557382291988
"16" 640000 163.867815210939 5.80617997398389 -0.656107927286157
"17" 680000 152.336613418774 5.83250891270624 -0.687797294143659
"18" 720000 142.155010410941 5.85733249643127 -0.717839419260984
"19" 760000 133.105304626786 5.88081359228079 -0.746406227051877
"20" 800000 125.255784101234 5.90308998699194 -0.772803800757339
"21" 840000 118.24925026394 5.92427928606188 -0.797803194887671
"22" 880000 111.756653207009 5.94448267215017 -0.822328203327796
"23" 920000 105.832804000084 5.96378782734556 -0.845981288000796
"24" 960000 100.238754152163 5.98227123303957 -0.869565930489096
"25" 1000000 95.2798736445267 6 -0.891600418212541
"26" 1040000 90.7051308689018 6.01703333929878 -0.912969736487756
"27" 1080000 86.452051668143 6.03342375548695 -0.933826286398834
"28" 1120000 82.6010288760242 6.04921802267018 -0.953616133834137
"29" 1160000 78.9592889726534 6.06445798922692 -0.973198361884545
"30" 1200000 75.5614374812712 6.07918124604763 -0.992301379398308
"31" 1240000 72.4871881033392 6.09342168516223 -1.01034033766244
"32" 1280000 69.6155782135768 6.10720996964787 -1.02789515609174
"33" 1320000 67.0000589809784 6.12057393120585 -1.04452640573192
"34" 1360000 64.7169627166773 6.13353890837022 -1.05958346388545
"35" 1400000 62.5597830908207 6.14612803567824 -1.07430635649231
"36" 1440000 60.4677040213537 6.15836249209525 -1.08907811213328
"37" 1480000 58.5835561571712 6.17026171539496 -1.1028258599238
"38" 1520000 56.8023939533825 6.18184358794477 -1.11623495118396
"39" 1560000 55.0743317447571 6.19312459835446 -1.12965235449049
"40" 1600000 53.4477286753095 6.20411998265593 -1.14267233667043
"41" 1640000 51.8817759990221 6.2148438480477 -1.15558675646262
"42" 1680000 50.4486535559897 6.22530928172586 -1.1677520110768
"43" 1720000 49.0418051643916 6.23552844690755 -1.18003514313405
"44" 1760000 47.6327514711574 6.24551266781415 -1.19269592180744
"45" 1800000 46.3426667282402 6.25527250510331 -1.20462056966585
"46" 1840000 45.0858909376251 6.26481782300954 -1.21656093460354
"47" 1880000 43.9077405507482 6.27415784926368 -1.22806050143628
"48" 1920000 42.7898197692604 6.28330122870355 -1.23926113350847
"49" 1960000 41.7186559367716 6.29225607135648 -1.2502712825715
"50" 2000000 40.6719448262943 6.30102999566398 -1.26130665101748
"51" 2040000 39.6606145909752 6.3096301674259 -1.27224215088848
"52" 2080000 38.7151784070735 6.31806333496276 -1.28272032583008
"53" 2120000 37.7457480539649 6.32633586092875 -1.29373355400642
"54" 2160000 36.9063512062075 6.33445375115093 -1.30350048051117
"55" 2200000 36.0527175929625 6.34242268082221 -1.31366358407382
"56" 2240000 35.2608540390706 6.35024801833416 -1.32330876378372
"57" 2280000 34.453133950728 6.35793484700045 -1.33337285810048
"58" 2320000 33.6908083806073 6.3654879848909 -1.34309015913657
"59" 2360000 32.9969373313408 6.37291200297011 -1.35212795880389
"60" 2400000 32.3497642819683 6.38021124171161 -1.36073047023799
"61" 2440000 31.7404651750399 6.38738982633873 -1.36898830344316
"62" 2480000 31.1340772818909 6.39445168082622 -1.3773655916497
"63" 2520000 30.5198304338402 6.40140054078154 -1.38601947436958
"64" 2560000 29.9344052122471 6.40823996531185 -1.39443095748281
"65" 2600000 29.3826904421024 6.41497334797082 -1.40251003106124
"66" 2640000 28.8764040876901 6.42160392686983 -1.41005848017787
"67" 2680000 28.3544635578794 6.42813479402879 -1.41798015552691
"68" 2720000 27.8880719784578 6.4345689040342 -1.4251831000765
"69" 2760000 27.4719968791682 6.44090908206522 -1.43171136226692
"70" 2800000 27.0261448402169 6.44715803134222 -1.43881749081401
"71" 2840000 26.6216169368366 6.45331834004704 -1.4453671607428
"72" 2880000 26.2275496889541 6.45939248775923 -1.45184387226082
"73" 2920000 25.9067593168776 6.46538285144842 -1.45718850037171
"74" 2960000 25.5872247855944 6.47129171105894 -1.46257840629318
"75" 3000000 25.3052229766411 6.47712125471966 -1.46739142230589
"76" 3040000 25.1018962617091 6.48287358360875 -1.47089506030692
"77" 3080000 25.255250994674 6.48855071650044 -1.46824990172193
"78" 3120000 24.8797274069981 6.49415459401844 -1.47475597302012
"79" 3160000 24.5417601336646 6.4996870826184 -1.48069588366375
"80" 3200000 24.1567858565927 6.50514997831991 -1.48756244132863
"81" 3240000 23.8077576172347 6.51054501020661 -1.49388309833829
"82" 3280000 23.4668136957042 6.51587384371168 -1.50014746528692
"83" 3320000 23.1440765584903 6.52113808370404 -1.50616173349894
"84" 3360000 22.817303794792 6.52633927738984 -1.51233726601273
"85" 3400000 22.4922534902245 6.53147891704226 -1.51856862133514
"86" 3440000 22.1812709497778 6.53655844257153 -1.52461516387317
"87" 3480000 21.8696761461249 6.54157924394658 -1.53075923884826
"88" 3520000 21.5592722526605 6.54654266347813 -1.53696749387994
"89" 3560000 21.2707806029398 6.55144999797287 -1.54281816265369
"90" 3600000 20.9798078916564 6.55630250076729 -1.54880008362875
"91" 3640000 20.7148349462528 6.56110138364906 -1.5543201135149
"92" 3680000 20.464629163145 6.56584781867352 -1.55959771148833
"93" 3720000 20.2320126488159 6.5705429398819 -1.56456250289548
"94" 3760000 19.9812700614955 6.57518784492766 -1.56997850109353
"95" 3800000 19.7479248843859 6.57978359661681 -1.57508012413249
"96" 3840000 19.5192080631683 6.58433122436753 -1.58013939733368
"97" 3880000 19.3035512139553 6.58883172559421 -1.58496437859213
"98" 3920000 19.052181028452 6.59328606702046 -1.59065689134484
"99" 3960000 18.795435364722 6.59769518592551 -1.59654920087842
"100" 4000000 18.5505784538529 6.60205999132796 -1.6022441341875
"101" 4040000 18.2960120248577 6.6063813651106 -1.60824515371353
"102" 4080000 18.0527075902795 6.61066016308988 -1.61405924304721
"103" 4120000 17.8121009043189 6.61489721603313 -1.61988644403336
"104" 4160000 17.5554379393934 6.61909333062674 -1.62618992286546
"105" 4200000 17.3166952913196 6.6232492903979 -1.63213657568089
"106" 4240000 17.0743025464898 6.62736585659273 -1.63825861815385
"107" 4280000 16.8468797240839 6.63144376901317 -1.64408211545714
"108" 4320000 16.6302155832418 6.63548374681491 -1.64970371158198
"109" 4360000 16.4426665674618 6.63948648926859 -1.6546293407052
"110" 4400000 16.2581909793459 6.64345267648619 -1.65952936999365
"111" 4440000 16.0834830711292 6.64738297011462 -1.66422148447176
"112" 4480000 15.9345681057598 6.65127801399814 -1.66826129399708
"113" 4520000 15.7667170535272 6.65513843481138 -1.67286031682043
"114" 4560000 15.6325777597892 6.65896484266444 -1.67657099311587
"115" 4600000 15.4952942514266 6.66275783168157 -1.68040176295991
"116" 4640000 15.3698364331997 6.66651798055488 -1.68393234501353
"117" 4680000 15.2327540876925 6.67024585307412 -1.68782315970616
"118" 4720000 15.0926581030605 6.67394199863409 -1.6918358567488
"119" 4760000 14.9840971222929 6.67760695272049 -1.69497101140861
"120" 4800000 14.8335348252205 6.68124123737559 -1.69935693519067
"121" 4840000 14.6990916971697 6.68484536164441 -1.7033110915842
"122" 4880000 14.5555594842633 6.68841982200271 -1.70757268731033
"123" 4920000 14.4026240271706 6.69196510276736 -1.71215996693705
"124" 4960000 14.2565510538178 6.6954816764902 -1.71658711708752
"125" 5000000 14.1018651990854 6.69897000433602 -1.72132503184429
"126" 5040000 13.9591928751683 6.70243053644553 -1.72574128277534
"127" 5080000 13.8124589709754 6.70586371228392 -1.73033058976054
"128" 5120000 13.6692624969246 6.70926996097583 -1.73485650720814
"129" 5160000 13.5189204279196 6.71264970162721 -1.73965957894366
"130" 5200000 13.366034175815 6.7160033436348 -1.74459902350448
"131" 5240000 13.2115015774062 6.71933128698373 -1.74964940979321
"132" 5280000 13.0644124364768 6.72263392253381 -1.75451170835937
"133" 5320000 12.9307065073453 6.72591163229505 -1.75897933625718
"134" 5360000 12.7893645761332 6.72916478969277 -1.76375262312083
"135" 5400000 12.6924980851418 6.73239375982297 -1.76705448419105
"136" 5440000 12.5865554973366 6.73559889969818 -1.77069469568136
"137" 5480000 12.4861064527353 6.73878055848437 -1.77417455747436
"138" 5520000 12.4035492413863 6.7419390777292 -1.7770556156345
"139" 5560000 12.3176107531541 6.74507479158206 -1.78007511484704
"140" 5600000 12.2400579465764 6.7481880270062 -1.78281811690721
"141" 5640000 12.1540283021192 6.75127910398334 -1.7858813474282
"142" 5680000 12.0777832147891 6.75434833571102 -1.78861436059594
"143" 5720000 11.9941879073173 6.75739602879302 -1.79163074230466
"144" 5760000 11.9028956137777 6.76042248342321 -1.79494896581642
"145" 5800000 11.8316282255403 6.76342799356294 -1.79755707598377
"146" 5840000 11.7539658051783 6.7664128471124 -1.8004171678238
"147" 5880000 11.6761849981443 6.76937732607614 -1.80330062339055
"148" 5920000 11.5752300991414 6.77232170672292 -1.80707195781416
"149" 5960000 11.485434678673 6.77524625974024 -1.81045415456217
"150" 6000000 11.4022956493286 6.77815125038364 -1.81360929314227
"151" 6040000 11.3188355013606 6.78103693862113 -1.81679984245974
"152" 6080000 11.2571668009358 6.78390357927274 -1.81917248953481
"153" 6120000 11.1915440400779 6.78675142214556 -1.8217115826978
"154" 6160000 11.1412268805329 6.78958071216443 -1.82366857243184
"155" 6200000 11.0942365008439 6.79239168949825 -1.82550417105483
"156" 6240000 11.0523306555847 6.79518458968242 -1.82714772140264
"157" 6280000 11.0037672812049 6.7979596437372 -1.8290601938317
"158" 6320000 10.9628067034322 6.80071707828238 -1.8306798340662
"159" 6360000 10.9328357377823 6.80345711564841 -1.83186876772396
"160" 6400000 10.9077362131218 6.80617997398389 -1.83286696409737
"161" 6440000 10.8795101916955 6.80888586735981 -1.83399224739218
"162" 6480000 10.8374595452632 6.81157500587059 -1.83567410142161
"163" 6520000 10.8060289222647 6.81424759573192 -1.83693546515667
"164" 6560000 10.7703072630307 6.81690383937566 -1.83837349740931
"165" 6600000 10.7272705069195 6.81954393554187 -1.84011235849099
"166" 6640000 10.6902566754915 6.82216807936802 -1.84161345790456
"167" 6680000 10.6467204777349 6.82477646247555 -1.84338573863131
"168" 6720000 10.615031319867 6.82736927305382 -1.84468031084904
"169" 6760000 10.5843571531739 6.82994669594164 -1.84593710470851
"170" 6800000 10.5532337426696 6.83250891270624 -1.84721603335036
"171" 6840000 10.5074244248897 6.83505610172012 -1.84910531574107
"172" 6880000 10.4447913489104 6.83758843823551 -1.85170182205818
"173" 6920000 10.3889382439748 6.84010609445676 -1.85403042609189
"174" 6960000 10.3109879159503 6.84260923961056 -1.85730131286562
"175" 7000000 10.2466073649764 6.84509804001426 -1.86002149575237
"176" 7040000 10.1952711060998 6.84757265914211 -1.86220281200012
"177" 7080000 10.1178565743182 6.85003325768977 -1.8655130719732
"178" 7120000 10.0668614160299 6.85247999363686 -1.8677075007464
"179" 7160000 10.0124320322908 6.85491302230786 -1.87006200978038
"180" 7200000 9.95517961096733 6.85733249643127 -1.87255249078926
"181" 7240000 9.89600855224065 6.85973856619715 -1.87514152880435
"182" 7280000 9.83971411164167 6.86213137931304 -1.87761911035906
"183" 7320000 9.76610393264017 6.86451108105839 -1.88088024893477
"184" 7360000 9.70742135857572 6.8668778143375 -1.88349770980672
"185" 7400000 9.66319623750605 6.86923171973098 -1.88548079158705
"186" 7440000 9.60551359959091 6.87157293554588 -1.8880809995297
"187" 7480000 9.5608836078468 6.87390159786446 -1.89010355953031
"188" 7520000 9.51685373486015 6.87621784059164 -1.8921081960849
"189" 7560000 9.45486183328171 6.87852179550121 -1.89494640399518
"190" 7600000 9.38513798443531 6.88081359228079 -1.8981609285545
"191" 7640000 9.33281750740075 6.88309335857569 -1.90058881696945
"192" 7680000 9.27886956138645 6.88536122003151 -1.90310652111897
"193" 7720000 9.22365856169452 6.88761730033574 -1.90569837273128
"194" 7760000 9.17981759244265 6.88986172125819 -1.90776753910884
"195" 7800000 9.14143249868075 6.89209460269048 -1.90958733401551
"196" 7840000 9.1177593949969 6.89431606268444 -1.91071346315856
"197" 7880000 9.08258129599031 6.89652621748955 -1.9123922969306
"198" 7920000 9.05520434298928 6.89872518158949 -1.91370333554198
"199" 7960000 9.02934195732921 6.90091306773767 -1.91494548990421
"200" 8000000 9.01970498836218 6.90308998699194 -1.91540925764275
"201" 8040000 9.01452080075923 6.90525604874845 -1.91565894555921
"202" 8080000 8.98260277942902 6.90741136077459 -1.91719939562153
"203" 8120000 8.96890818332845 6.90955602924118 -1.91786201267749
"204" 8160000 8.9434674410511 6.91169015875386 -1.91909566048028
"205" 8200000 8.90990843736602 6.91381385238372 -1.92072834971319
"206" 8240000 8.86871189618131 6.91592721169712 -1.92274104385891
"207" 8280000 8.8244431923566 6.91803033678488 -1.92491427908059
"208" 8320000 8.75434267983351 6.92012332629072 -1.92837804812243
"209" 8360000 8.70568043858894 6.92220627743902 -1.93079886938102
"210" 8400000 8.65147401865536 6.92427928606188 -1.93351148286314
"211" 8440000 8.58729490928603 6.92634244662565 -1.93674521282903
"212" 8480000 8.53069812043324 6.92839585225671 -1.93961701708949
"213" 8520000 8.47865111258558 6.9304395947667 -1.94227482586806
"214" 8560000 8.44136661117031 6.93247376467715 -1.94418882852437
"215" 8600000 8.38886729405901 6.93449845124357 -1.94689826652801
"216" 8640000 8.34647574694721 6.93651374247889 -1.94909845499394
"217" 8680000 8.32193465432779 6.93851972517649 -1.95037728945375
"218" 8720000 8.27318468059879 6.94051648493257 -1.95292887164579
"219" 8760000 8.24315720506691 6.94250410616808 -1.95450800840466
"220" 8800000 8.21153015906527 6.94448267215017 -1.95617749846157
"221" 8840000 8.18654330021692 6.94645226501307 -1.95750102751437
"222" 8880000 8.15752590324039 6.9484129657786 -1.95904312923581
"223" 8920000 8.12443542656422 6.95036485437612 -1.96080839951486
"224" 8960000 8.08127626608102 6.95230800966212 -1.96312163695998
"225" 9000000 8.05840623663777 6.95424250943933 -1.96435243369148
"226" 9040000 8.02433717806063 6.95616843047536 -1.96619242154609
"227" 9080000 8.00555949560396 6.95808584852109 -1.96720990129285
"228" 9120000 7.97960606815453 6.95999483832842 -1.96862013882675
"229" 9160000 7.95955882910655 6.96189547366785 -1.96971259378821
"230" 9200000 7.93275957695615 6.96378782734556 -1.97117729869316
"231" 9240000 7.90745909629749 6.96567197122011 -1.97256463667252
"232" 9280000 7.88344047805854 6.96754797621886 -1.97388579780833
"233" 9320000 7.86951679400202 6.96941591235398 -1.97465352422614
"234" 9360000 7.85586210074107 6.97127584873811 -1.97540773936657
"235" 9400000 7.84434683149657 6.9731278535997 -1.97604480334564
"236" 9440000 7.83110751733598 6.97497199429807 -1.97677840408516
"237" 9480000 7.81905662749163 6.97680833733807 -1.97744723234119
"238" 9520000 7.81087929988104 6.97863694838447 -1.97790166396504
"239" 9560000 7.79625518261742 6.9804578922761 -1.978715544988
"240" 9600000 7.79341345676358 6.98227123303957 -1.97887387367344
"241" 9640000 7.79076853411067 6.98407703390283 -1.97902128921632
"242" 9680000 7.79340015173815 6.98587535730839 -1.97887461510774
"243" 9720000 7.79389210283074 6.98766626492627 -1.97884720154014
"244" 9760000 7.80424105061921 6.98944981766669 -1.9782709157073
"245" 9800000 7.81696352609351 6.9912260756925 -1.97756350520139
"246" 9840000 7.83110585937903 6.99299509843134 -1.97677849603149
"247" 9880000 7.85970749286698 6.99475694458763 -1.97519520712529
"248" 9920000 7.8582898585788 6.99651167215418 -1.97527354671737
"249" 9960000 7.88524189154631 6.9982593384237 -1.97378657024797
"250" 10000000 7.88801638168904 7 -1.97363378687873
"251" 10040000 7.87662565701299 7.001733712809 -1.97426138498345
"252" 10080000 7.88524271403776 7.00346053210951 -1.97378652494772
"253" 10120000 7.8887843670272 7.00518051250378 -1.97359150558227
"254" 10160000 7.89202451321572 7.0068937079479 -1.97341316521446
"255" 10200000 7.88817910122954 7.00860017176192 -1.97362482803962
"256" 10240000 7.89359625252404 7.01029995663981 -1.97332668173421
"257" 10280000 7.88955606697203 7.01199311465926 -1.97354902392466
"258" 10320000 7.89306552337295 7.01367969729119 -1.97335588268183
"259" 10360000 7.88319527038979 7.01535975540921 -1.97389930637657
"260" 10400000 7.88010208061883 7.01703333929878 -1.97406974727308
"261" 10440000 7.86549657131734 7.01870049866624 -1.97487544466884
"262" 10480000 7.8593563932168 7.02036128264771 -1.9752146078532
"263" 10520000 7.84202921932474 7.02201573981772 -1.97617313460348
"264" 10560000 7.82696304927216 7.02366391819779 -1.97700830720699
"265" 10600000 7.82204389347331 7.02530586526477 -1.97728134207716
"266" 10640000 7.80200540663676 7.02694162795903 -1.97839534381427
"267" 10680000 7.78722984200547 7.02857125269254 -1.97921859755386
"268" 10720000 7.77997029287633 7.03019478535675 -1.97962365206965
"269" 10760000 7.76872809401133 7.03181227133037 -1.9802516693687
"270" 10800000 7.74949257796847 7.03342375548695 -1.98132832408692
"271" 10840000 7.74318712584925 7.03502928220237 -1.98168183597316
"272" 10880000 7.72703895427151 7.03662889536216 -1.98258848909119
"273" 10920000 7.71790666810845 7.03822263836872 -1.98310206836132
"274" 10960000 7.72645170675243 7.03981055414835 -1.98262149630785
"275" 11000000 7.72928530823359 7.04139268515823 -1.98246225220324
"276" 11040000 7.73892225224444 7.04296907339318 -1.98192110713114
"277" 11080000 7.74342467851599 7.04453976039241 -1.98166851248915
"278" 11120000 7.75467358798353 7.04610478724604 -1.98103806866526
"279" 11160000 7.77252969086121 7.04766419460156 -1.98003920103568
"280" 11200000 7.78614395479388 7.04921802267018 -1.97927916180036
"281" 11240000 7.77351267217273 7.05076631123304 -1.97998427987311
"282" 11280000 7.76799110651693 7.05230909964732 -1.98029287106619
"283" 11320000 7.78396705920888 7.05384642685225 -1.97940060136434
"284" 11360000 7.7927245954814 7.055378331375 -1.97891226274106
"285" 11400000 7.79589899453234 7.05690485133647 -1.97873538708527
"286" 11440000 7.79256018262872 7.05842602445701 -1.97892142569133
"287" 11480000 7.80163993092416 7.05994188806195 -1.97841568830196
"288" 11520000 7.8071348470666 7.06145247908719 -1.97810991005969
"289" 11560000 7.82442965824643 7.06295783408451 -1.97714890015909
"290" 11600000 7.83852355687049 7.06445798922692 -1.97636732289599
"291" 11640000 7.85190745457328 7.06595298031387 -1.97562641854172
"292" 11680000 7.85200365909659 7.06744284277638 -1.97562109743498
"293" 11720000 7.85266743486443 7.06892761168207 -1.97558438553549
"294" 11760000 7.84053424630943 7.07040732174012 -1.97625593465521
"295" 11800000 7.82501470524505 7.07188200730613 -1.97711642837576
"296" 11840000 7.80204754508867 7.0733517023869 -1.97839299820608
"297" 11880000 7.77131072957779 7.07481644064517 -1.98010731652655
"298" 11920000 7.75056486962094 7.07627625540422 -1.98126823523242
"299" 11960000 7.71649408783537 7.07773117965239 -1.98318156296941
"300" 12000000 7.67163805925384 7.07918124604763 -1.98571348571137
"301" 12040000 7.62196706324636 7.08062648692181 -1.98853452302125
"302" 12080000 7.58835241140589 7.08206693428511 -1.99045409895082
"303" 12120000 7.55461213735861 7.08350261983027 -1.992389418688
"304" 12160000 7.52586718779684 7.08493357493672 -1.99404504087705
"305" 12200000 7.49487350595855 7.08635983067475 -1.99583728326691
"306" 12240000 7.47167258511371 7.08778141780954 -1.9971837582529
"307" 12280000 7.45615736568046 7.08919836680515 -1.99808652531736
"308" 12320000 7.43861667455625 7.09061070782841 -1.99910941144708
"309" 12360000 7.42729238282354 7.0920184707528 -1.99977107005716
"310" 12400000 7.39907465062746 7.09342168516223 -2.00142418172687
"311" 12440000 7.39054611215298 7.0948203803548 -2.00192505969637
"312" 12480000 7.37442538466925 7.0962145853464 -2.00287340501136
"313" 12520000 7.35718051022139 7.09760432887441 -2.00389017905326
"314" 12560000 7.34105788706259 7.09898963940118 -2.00484294208386
"315" 12600000 7.31517989858005 7.10037054511756 -2.0063765797669
"316" 12640000 7.3067963011888 7.10174707394637 -2.00687459049196
"317" 12680000 7.28875680028312 7.10311925354571 -2.00794813112923
"318" 12720000 7.26174922476017 7.10448711131239 -2.00956034371742
"319" 12760000 7.23463923487145 7.10585067438514 -2.01118471143791
"320" 12800000 7.21487521496188 7.10720996964787 -2.01237276660331
"321" 12840000 7.1858403035865 7.10856502373283 -2.01412402942956
"322" 12880000 7.15281620262836 7.10991586302379 -2.0161245251063
"323" 12920000 7.10658867269427 7.11126251365907 -2.01894041141739
"324" 12960000 7.05442704446625 7.11260500153457 -2.02213984431309
"325" 13000000 7.00507283390196 7.11394335230684 -2.02518893560881
"326" 13040000 6.93796897577864 7.1152775913959 -2.02936923725352
"327" 13080000 6.88793839232985 7.11660774398825 -2.03251233673748
"328" 13120000 6.84475087527557 7.11793383503964 -2.03524394477324
"329" 13160000 6.80255744767879 7.11925588927794 -2.03792937265834
"330" 13200000 6.77287534063104 7.12057393120585 -2.03982850855258
"331" 13240000 6.75742570134781 7.12188798510368 -2.04082031146714
"332" 13280000 6.72111002854679 7.123198075032 -2.04316058563117
"333" 13320000 6.70085883194084 7.12450422483428 -2.04447112206636
"334" 13360000 6.68530121197632 7.12580645813953 -2.04548061119874
"335" 13400000 6.66857283408516 7.12710479836481 -2.04656869185376
"336" 13440000 6.66194198268824 7.12839926871781 -2.04700074454626
"337" 13480000 6.64553689146291 7.1296898921993 -2.04807151749594
"338" 13520000 6.6274518684934 7.13097669160562 -2.04925500837103
"339" 13560000 6.60255388916788 7.13225968953104 -2.0508896362004
"340" 13600000 6.58751475670074 7.13353890837022 -2.05187998966235
"341" 13640000 6.57640057335825 7.13481437032046 -2.0526133322162
"342" 13680000 6.55889252057638 7.1360860973841 -2.05377107649501
"343" 13720000 6.54505808915405 7.13735411137073 -2.05468808536328
"344" 13760000 6.52963114046638 7.13861843389949 -2.05571294211959
"345" 13800000 6.50726338654539 7.13987908640124 -2.05720320525124
"346" 13840000 6.47908021242753 7.14113609012074 -2.05908823410859
"347" 13880000 6.45228926083095 7.14238946611884 -2.06088776185614
"348" 13920000 6.43373613407967 7.14363923527454 -2.06213834547536
"349" 13960000 6.4170571822884 7.14488541828714 -2.06326568144846
"350" 14000000 6.38485026661742 7.14612803567824 -2.0654508738224
"351" 14040000 6.34981459239157 7.14736710779379 -2.06784054619223
